Order Number,Customer Name,Customer Id,Province,CITY,Zip Code,Product Type,Gateway,Net Sales,Sum of Total Tax,Sum of Total Price Usd
6824,Redd Holsall,1,New York,ROCHESTER,3058,Cycling Shoes,shopify_payments,$540,53.993,593.923
3253,Eadie Gaymar,1,California,BAKERSFIELD,3065,Running Shoes,shopify_payments,$596,59.593,655.523
6937,Bunni Manlow,1,California,ORANGE,3074,Walking Shoes,shopify_payments,$547,54.713,601.843
5871,Rocky Hartnell,1,Alabama,MOBILE,3078,Running Shoes,shopify_payments,$518,51.753,569.283
3966,Selle Bydaway,1,Texas,ARLINGTON,3092,Boots,paypal,$513,51.263,563.893
4473,Franciska Infante,1,Pennsylvania,PHILADELPHIA,3098,Tennis Shoes,gift_card,$586,58.613,644.743
2803,Alvinia Goodram,1,Pennsylvania,HARRISBURG,3103,Walking Shoes,shopify_payments,$575,57.513,632.643
490,Lesley Chalk,1,California,LOS ANGELES,3111,Running Shoes,gift_card,$513,51.263,563.893
4853,Rice Idill,1,Florida,TALLAHASSEE,3112,Running Shoes,shopify_payments,$517,51.713,568.843
3398,Lindy Trusler,1,Minnesota,MINNEAPOLIS,3114,Running Shoes,gift_card,$505,50.513,555.643
7059,Val Tennant,1,New York,NEW YORK CITY,3127,Tennis Shoes,gift_card,$498,49.763,547.393
1645,Freddie Inston,1,Illinois,JOLIET,3131,Running Shoes,shopify_payments,$635,63.513,698.643
619,Inness Gunny,1,New Jersey,TRENTON,3157,Tennis Shoes,manual,$537,53.713,590.843
2745,Gertrudis Boggis,1,California,SAN FRANCISCO,3159,Running Shoes,paypal,$613,61.313,674.443
1859,Norah Duchart,1,Minnesota,MONTICELLO,3217,Running Shoes,shopify_payments,$497,49.713,546.843
3754,Maurits Hearthfield,1,Ohio,COLUMBUS,3220,Tennis Shoes,gift_card,$510,50.953,560.483
1565,Stella Strotone,1,Nebraska,LINCOLN,3224,Climbing Shoes,shopify_payments,$459,45.913,505.043
1960,Germain Newport,1,California,SAN FRANCISCO,3234,Running Shoes,shopify_payments,$635,63.513,698.643
6289,Jasmina Jermey,1,Tennessee,CHATTANOOGA,3247,Walking Shoes,amazon_payments,$518,51.753,569.283
3186,Lawrence Seeney,1,Pennsylvania,PHILADELPHIA,3251,Walking Shoes,shopify_payments,$745,74.473,819.203
5145,Ruy Jopke,1,Georgia,ALPHARETTA,3266,Running Shoes,shopify_payments,$566,56.613,622.743
1776,Haskell Laurenson,1,Texas,DALLAS,3272,Tennis Shoes,shopify_payments,$518,51.753,569.283
504,Nomi MacGown,1,Mississippi,HATTIESBURG,3287,Climbing Shoes,shopify_payments,$537,53.713,590.843
4109,Kiersten Rockey,1,District of Columbia,WASHINGTON,3295,Running Shoes,paypal,$527,52.713,579.843
6664,Adah Perkins,1,Texas,DALLAS,3298,Sandals,shopify_payments,$615,61.513,676.643
955,Stanford Van,1,Indiana,JEFFERSONVILLE,3301,Running Shoes,shopify_payments,$564,56.393,620.323
1627,Cassie Novotne,1,Minnesota,YOUNG AMERICA,3310,Cycling Shoes,paypal,$557,55.713,612.843
2432,Darlleen Prantl,1,North Dakota,FARGO,3317,Running Shoes,gift_card,$517,51.713,568.843
7007,Arden Beldam,1,Washington,TACOMA,3319,Running Shoes,paypal,$615,61.513,676.643
1828,Rabi Colly,1,Tennessee,CHATTANOOGA,3321,Running Shoes,paypal,$537,53.713,590.843
117,Durward Dreschler,1,Colorado,BOULDER,3324,Walking Shoes,shopify_payments,$595,59.513,654.643
5761,Beverlee Winslet,1,California,ORANGE,3324,Walking Shoes,shopify_payments,$518,51.753,569.283
2818,Salvatore Guillotin,1,New York,NEW YORK CITY,3351,Climbing Shoes,shopify_payments,$556,55.593,611.523
2839,Christyna Delue,1,New York,NEW YORK CITY,3352,Gift Card,paypal,$539,53.913,593.043
3181,Terza Klain,1,Texas,HOUSTON,3364,Tennis Shoes,paypal,$507,50.713,557.843
5715,Leanna Woodings,1,Texas,DENTON,3365,Running Shoes,paypal,$518,51.753,569.283
1992,Kipper Fourman,1,Florida,TALLAHASSEE,3373,Walking Shoes,paypal,$497,49.713,546.843
5369,Merrick Regglar,1,Ohio,DAYTON,3384,Tennis Shoes,shopify_payments,$706,70.633,776.963
2106,Cosme Thowes,1,Virginia,VIRGINIA BEACH,3387,Climbing Shoes,shopify_payments,$547,54.713,601.843
7165,Darla Sieb,1,Florida,LEHIGH ACRES,3398,Walking Shoes,gift_card,$517,51.713,568.843
3910,Nessa Olyfant,1,Nebraska,LINCOLN,3411,Running Shoes,gift_card,$541,54.113,595.243
557,Vania McKennan,1,California,SACRAMENTO,3463,Accessories,shopify_payments,$544,54.433,598.763
1270,Gideon Liversage,1,New York,ALBANY,3483,Walking Shoes,shopify_payments,$635,63.513,698.643
1074,Willow Gelling,1,Virginia,VIRGINIA BEACH,3532,Running Shoes,shopify_payments,$497,49.713,546.843
5741,Obadias Lovejoy,1,California,SAN DIEGO,3539,Climbing Shoes,shopify_payments,$666,66.633,732.963
4832,Elijah Shuard,1,California,SANTA CLARA,3558,Tennis Shoes,manual,$517,51.713,568.843
3246,Dominique Kidby,1,West Virginia,HUNTINGTON,3562,Running Shoes,shopify_payments,$588,58.793,646.723
2121,Demetra Puxley,1,Maryland,SILVER SPRING,3584,Running Shoes,shopify_payments,$663,66.313,729.443
3267,Robyn Struan,1,Ohio,DAYTON,3595,Running Shoes,gift_card,$494,49.353,542.883
5513,Prudi Greally,1,Iowa,DES MOINES,3595,Sandals,shopify_payments,$1211,121.113,1332.243
4958,Edith Carwithen,1,California,POMONA,3618,Cycling Shoes,gift_card,$507,50.713,557.843
7327,Harper Sighart,1,Indiana,FORT WAYNE,3621,Running Shoes,shopify_payments,$527,52.713,579.843
2151,Lori Petrov,1,California,MOUNTAIN VIEW,3632,Tennis Shoes,paypal,$625,62.513,687.643
288,Codee Scandrick,1,Connecticut,HARTFORD,3634,Running Shoes,shopify_payments,$517,51.713,568.843
5517,Read Tomet,1,Texas,HOUSTON,3645,Cycling Shoes,shopify_payments,$671,67.113,738.243
745,Burg Thorndale,1,Kansas,WICHITA,3651,Walking Shoes,paypal,$1025,102.473,1127.203
1329,Veriee Izkovici,1,Ohio,AKRON,3653,Running Shoes,shopify_payments,$660,65.963,725.593
612,Wendie Hallbird,1,Arizona,TUCSON,3697,Running Shoes,shopify_payments,$753,75.273,828.003
4399,Cyrus Lockie,1,Florida,BRADENTON,3736,Running Shoes,shopify_payments,$537,53.713,590.843
6711,Mel Pettiford,1,Indiana,FORT WAYNE,3753,Walking Shoes,shopify_payments,$588,58.793,646.723
1976,Peta Ruckman,1,California,BURBANK,3754,Climbing Shoes,amazon_payments,$537,53.713,590.843
67,Harrison Saurin,1,Maryland,BALTIMORE,3759,Tennis Shoes,shopify_payments,$588,58.793,646.723
6000,Helaina Seary,1,Florida,MIAMI,3768,Running Shoes,gift_card,$588,58.793,646.723
4930,Kort Zarfat,1,Florida,MIAMI,3812,Running Shoes,paypal,$497,49.713,546.843
2819,Joachim Thys,1,Alabama,BIRMINGHAM,3825,Running Shoes,paypal,$497,49.713,546.843
1826,Justine Smurfit,1,Tennessee,MEMPHIS,3827,Walking Shoes,amazon_payments,$497,49.713,546.843
3337,Noella Coverley,1,Arkansas,FORT SMITH,3840,Tennis Shoes,paypal,$605,60.513,665.643
4585,Thorvald Rubenczyk,1,Florida,TAMPA,3851,Walking Shoes,amazon_payments,$635,63.513,698.643
7342,Becka Leeder,1,Arkansas,NORTH LITTLE ROCK,3876,Running Shoes,shopify_payments,$518,51.753,569.283
2135,Karrah Saturley,1,New Jersey,NEWARK,3881,Walking Shoes,amazon_payments,$548,54.793,602.723
771,Humberto Mangenot,1,South Carolina,COLUMBIA,3885,Running Shoes,paypal,$595,59.513,654.643
1721,Arlyne Longcake,1,District of Columbia,WASHINGTON,3892,Running Shoes,amazon_payments,$564,56.393,620.323
4761,Jarrad Mouth,1,Florida,BOCA RATON,3892,Cycling Shoes,gift_card,$510,50.953,560.483
661,Antoni Bolstridge,1,Ohio,DAYTON,3918,Running Shoes,shopify_payments,$497,49.713,546.843
2485,Olivier Lyptratt,1,Washington,OLYMPIA,3922,Running Shoes,gift_card,$532,53.213,585.343
7127,Brok Lacotte,1,North Carolina,CHARLOTTE,3928,Gift Card,shopify_payments,$539,53.913,593.043
3879,Katha Boolsen,1,Illinois,PEORIA,3937,Climbing Shoes,shopify_payments,$556,55.593,611.523
5096,Sylvan Groundwater,1,California,VAN NUYS,3943,Cycling Shoes,shopify_payments,$497,49.713,546.843
5413,Franky Dibbs,1,California,INGLEWOOD,3943,Sandals,gift_card,$564,56.393,620.323
3702,Esme Footitt,1,Pennsylvania,HARRISBURG,3951,Running Shoes,paypal,$595,59.513,654.643
1021,Mathias Stollwerk,1,Alabama,MONTGOMERY,3969,Running Shoes,shopify_payments,$791,79.113,870.243
4417,Zia Sliney,1,Pennsylvania,HARRISBURG,3977,Tennis Shoes,manual,$527,52.713,579.843
7367,Cassi McLafferty,1,California,GLENDALE,3981,Tennis Shoes,shopify_payments,$497,49.713,546.843
1476,Jefferey Hughlock,1,Pennsylvania,PITTSBURGH,3996,Running Shoes,paypal,$517,51.713,568.843
1094,Flore Koba,1,Kentucky,LEXINGTON,3998,Tennis Shoes,manual,$497,49.713,546.843
4079,Cass Pallin,1,Texas,EL PASO,3999,Running Shoes,shopify_payments,$615,61.513,676.643
4549,Madelle Dowman,1,Ohio,AKRON,4000,Flip-Flops,gift_card,$507,50.713,557.843
3597,Prudi More,1,Indiana,INDIANAPOLIS,4002,Running Shoes,gift_card,$501,50.073,550.803
5484,Stu McCumesky,1,District of Columbia,WASHINGTON,4012,Cycling Shoes,gift_card,$527,52.713,579.843
515,Jorry Rubinov,1,District of Columbia,WASHINGTON,4035,Gift Card,shopify_payments,$539,53.913,593.043
5305,Katee Bertome,1,Maryland,HYATTSVILLE,4048,Cycling Shoes,gift_card,$537,53.713,590.843
4257,Barbabra Orpen,1,Tennessee,CHATTANOOGA,4071,Running Shoes,shopify_payments,$510,50.953,560.483
2794,Freddi Lartice,1,Texas,AMARILLO,4084,Climbing Shoes,shopify_payments,$527,52.713,579.843
7048,Kassi Renouf,1,Pennsylvania,LANCASTER,4092,Running Shoes,paypal,$596,59.593,655.523
273,Merla Crowch,1,Louisiana,SHREVEPORT,4099,Clogs,gift_card,$478,47.753,525.283
5836,Margot Beccero,1,Ohio,YOUNGSTOWN,4100,Tennis Shoes,paypal,$517,51.713,568.843
873,Loree Gavaran,1,Missouri,SAINT LOUIS,4147,Running Shoes,paypal,$478,47.813,525.943
5832,Pebrook Rilton,1,District of Columbia,WASHINGTON,4150,Cycling Shoes,paypal,$613,61.313,674.443
6588,Jacquie Lower,1,Ohio,CLEVELAND,4162,Running Shoes,paypal,$596,59.593,655.523
205,Darcee Brazenor,1,Kentucky,LOUISVILLE,4166,Climbing Shoes,paypal,$537,53.713,590.843
3140,Rheba Whellams,1,Texas,HOUSTON,4233,Running Shoes,shopify_payments,$464,46.413,510.543
3837,Buck Uvedale,1,District of Columbia,WASHINGTON,4262,Running Shoes,gift_card,$537,53.713,590.843
5480,Roxie Dyhouse,1,New York,JAMAICA,4269,Tennis Shoes,paypal,$634,63.433,697.763
7194,Juli Beard,1,California,HUNTINGTON BEACH,4278,Cycling Shoes,shopify_payments,$959,95.913,1055.043
1941,Ranique Greengrass,1,Florida,PORT CHARLOTTE,4323,Running Shoes,shopify_payments,$536,53.613,589.743
2965,Yurik Ingrem,1,Minnesota,SAINT PAUL,4326,Running Shoes,gift_card,$517,51.713,568.843
6799,Angelita Cramond,1,Kentucky,FRANKFORT,4333,Tennis Shoes,paypal,$532,53.193,585.123
1054,Elset Zecchetti,1,California,SAN DIEGO,4351,Climbing Shoes,shopify_payments,$635,63.513,698.643
5834,Rebekah Hupka,1,California,SAN FRANCISCO,4355,Sandals,gift_card,$487,48.713,535.843
5698,Jacquelin Camelli,1,New Mexico,ALBUQUERQUE,4364,Walking Shoes,shopify_payments,$439,43.913,483.043
5804,Ruby Gowan,1,North Carolina,DURHAM,4374,Tennis Shoes,shopify_payments,$537,53.713,590.843
1689,Glennie Roscher,1,Pennsylvania,HARRISBURG,4375,Running Shoes,gift_card,$517,51.713,568.843
3445,Clevey Poytheras,1,Oregon,PORTLAND,4401,Running Shoes,shopify_payments,$486,48.553,534.083
4907,Gisele Furness,1,Michigan,DETROIT,4416,Tennis Shoes,shopify_payments,$588,58.793,646.723
5898,Jonis Elvy,1,Virginia,VIENNA,4418,Boots,gift_card,$576,57.633,633.963
3805,Marcie Bessey,1,Virginia,RICHMOND,4424,Cycling Shoes,shopify_payments,$588,58.793,646.723
378,Marji Rudham,1,New York,NEW YORK CITY,4434,Running Shoes,shopify_payments,$527,52.713,579.843
4460,Britney Wheatley,1,Montana,MISSOULA,4455,Flip-Flops,amazon_payments,$811,81.113,892.243
4608,Cale Darington,1,Connecticut,WATERBURY,4481,Walking Shoes,amazon_payments,$517,51.713,568.843
57,Bridget Headley,1,Florida,MELBOURNE,4497,Tennis Shoes,paypal,$548,54.793,602.723
2173,Wynne Camel,1,Illinois,SPRINGFIELD,4524,Tennis Shoes,shopify_payments,$497,49.713,546.843
2243,Margery Mariaud,1,Colorado,DENVER,4525,Sandals,shopify_payments,$555,55.513,610.643
1763,Micah Sharples,1,Pennsylvania,PHILADELPHIA,4560,Running Shoes,shopify_payments,$537,53.713,590.843
3612,Annissa Hadaway,1,Wisconsin,MADISON,4564,Running Shoes,gift_card,$510,50.953,560.483
5567,Guenevere Tixier,1,Pennsylvania,PITTSBURGH,4586,Tennis Shoes,manual,$537,53.713,590.843
1127,Kennie Dran,1,Washington,SPOKANE,4600,Running Shoes,gift_card,$518,51.753,569.283
7388,Piotr Carthy,1,Tennessee,JACKSON,4603,Tennis Shoes,paypal,$497,49.713,546.843
6582,Christalle Macourek,1,Texas,FORT WORTH,4604,Running Shoes,shopify_payments,$549,54.863,603.493
3244,Rosalie Penwell,1,Ohio,CINCINNATI,4606,Walking Shoes,shopify_payments,$517,51.713,568.843
5826,Kareem Pickvance,1,Texas,CORPUS CHRISTI,4617,Cycling Shoes,shopify_payments,$555,55.513,610.643
6261,Florentia Belton,1,Texas,EL PASO,4623,Walking Shoes,amazon_payments,$723,72.313,795.443
508,Brodie Restill,1,Texas,HOUSTON,4628,Running Shoes,amazon_payments,$615,61.513,676.643
852,Adolphe Triggs,1,Arizona,PHOENIX,4630,Running Shoes,amazon_payments,$537,53.713,590.843
3528,Reggi Annon,1,Texas,EL PASO,4632,Running Shoes,shopify_payments,$615,61.513,676.643
7223,Sandor Kubin,1,Nevada,HENDERSON,4640,Walking Shoes,shopify_payments,$564,56.393,620.323
4816,Minna Edmonson,1,Virginia,DULLES,4642,Walking Shoes,shopify_payments,$518,51.753,569.283
2261,Ame Morrieson,1,West Virginia,HUNTINGTON,4643,Running Shoes,shopify_payments,$635,63.513,698.643
187,Brose Buey,1,Louisiana,SHREVEPORT,4655,Running Shoes,gift_card,$498,49.763,547.393
877,Ruperto Litton,1,Florida,ORLANDO,4671,Cycling Shoes,shopify_payments,$537,53.713,590.843
770,Obadiah Thridgould,1,California,NEWPORT BEACH,4683,Climbing Shoes,shopify_payments,$567,56.653,623.183
122,Wanids Galer,1,Louisiana,SHREVEPORT,4689,Cycling Shoes,gift_card,$703,70.313,773.443
5542,Cassandra ducarme,1,Florida,TAMPA,4717,Running Shoes,shopify_payments,$576,57.613,633.743
540,Izaak Leas,1,Colorado,COLORADO SPRINGS,4734,Cycling Shoes,shopify_payments,$494,49.353,542.883
2579,Pia Plaice,1,Texas,AUSTIN,4735,Gift Card,shopify_payments,$514,51.413,565.543
1032,Mair Filippo,1,Virginia,STERLING,4756,Running Shoes,shopify_payments,$658,65.833,724.163
5585,Isacco Berriman,1,Pennsylvania,SCRANTON,4768,Boots,shopify_payments,$537,53.713,590.843
5592,Kerianne Stains,1,New York,BRONX,4768,Tennis Shoes,paypal,$572,57.193,629.123
1743,Starlin Pettengell,1,Connecticut,NEW HAVEN,4769,Running Shoes,shopify_payments,$555,55.513,610.643
970,Winona Moodycliffe,1,Texas,HOUSTON,4771,Cycling Shoes,amazon_payments,$713,71.273,784.003
1508,Fowler Juris,1,Kansas,SHAWNEE MISSION,4797,Running Shoes,paypal,$537,53.713,590.843
2499,Bellanca Harrowsmith,1,Virginia,RICHMOND,4809,Running Shoes,shopify_payments,$761,76.073,836.803
1907,Josias Metheringham,1,Missouri,KANSAS CITY,4811,Walking Shoes,amazon_payments,$556,55.613,611.743
543,Clim Hakeworth,1,Georgia,ATLANTA,4827,Running Shoes,shopify_payments,$527,52.713,579.843
1516,Albert Brombell,1,Texas,EL PASO,4828,Tennis Shoes,shopify_payments,$615,61.513,676.643
5012,Morgen Ridwood,1,South Dakota,SIOUX FALLS,4840,Tennis Shoes,manual,$537,53.713,590.843
5008,Greer Alliston,1,Minnesota,MONTICELLO,4858,Tennis Shoes,paypal,$497,49.713,546.843
5190,Glynis Norquoy,1,Georgia,SAVANNAH,4859,Cycling Shoes,paypal,$732,73.213,805.343
6416,Lucilia Osgardby,1,Indiana,TERRE HAUTE,4869,Running Shoes,shopify_payments,$497,49.713,546.843
2073,Aveline Planks,1,New Jersey,JERSEY CITY,4894,Running Shoes,shopify_payments,$605,60.513,665.643
142,Hilliary Haselhurst,1,North Carolina,GREENSBORO,4938,Cycling Shoes,shopify_payments,$537,53.713,590.843
1149,Stacy Halbord,1,Ohio,CLEVELAND,4938,Running Shoes,shopify_payments,$537,53.713,590.843
1373,Horacio Blogg,1,Georgia,ATLANTA,4943,Walking Shoes,shopify_payments,$537,53.713,590.843
1584,Goldie Jirieck,1,California,SANTA CRUZ,4948,Tennis Shoes,shopify_payments,$585,58.513,643.643
6706,Renell Scamaden,1,Washington,OLYMPIA,4949,Cycling Shoes,shopify_payments,$510,50.953,560.483
5131,Caye Stratton,1,North Carolina,WINSTON SALEM,4957,Running Shoes,gift_card,$501,50.073,550.803
5564,Sharia Pedden,1,South Carolina,COLUMBIA,5003,Running Shoes,gift_card,$504,50.413,554.543
655,Ann Easson,1,Florida,JACKSONVILLE,5014,Cycling Shoes,gift_card,$537,53.713,590.843
685,Rolf Matitiaho,1,Tennessee,KNOXVILLE,5028,Cycling Shoes,shopify_payments,$635,63.513,698.643
38,Dion Carlucci,1,Texas,ROUND ROCK,5039,Tennis Shoes,shopify_payments,$494,49.353,542.883
5069,Conant Yielding,1,Maryland,BALTIMORE,5045,Cycling Shoes,gift_card,$510,50.953,560.483
3470,Sorcha Semble,1,Florida,PENSACOLA,5048,Running Shoes,amazon_payments,$527,52.713,579.843
1806,Cirillo Viggars,1,Texas,AUSTIN,5067,Running Shoes,gift_card,$518,51.753,569.283
1725,Mufi Spada,1,Pennsylvania,PHILADELPHIA,5083,Walking Shoes,paypal,$663,66.313,729.443
2607,Gordon Studholme,1,California,INGLEWOOD,5086,Tennis Shoes,shopify_payments,$527,52.713,579.843
2760,Ros McLachlan,1,Texas,DALLAS,5107,Tennis Shoes,paypal,$510,50.953,560.483
3407,Bernadene McBrier,1,New York,ALBANY,5153,Walking Shoes,amazon_payments,$595,59.513,654.643
4749,Marlene Mallalieu,1,Missouri,SAINT LOUIS,5167,Running Shoes,shopify_payments,$537,53.713,590.843
3925,Zita Beauchop,1,Alabama,HUNTSVILLE,5173,Running Shoes,paypal,$517,51.713,568.843
2325,Raymond Fishleigh,1,Florida,POMPANO BEACH,5183,Flip-Flops,gift_card,$490,49.013,539.143
900,Ethel Readitt,1,Kansas,SHAWNEE MISSION,5199,Cycling Shoes,shopify_payments,$555,55.513,610.643
637,Carlee Holmyard,1,Texas,FORT WORTH,5217,Accessories,shopify_payments,$439,43.913,483.043
2984,Nance Wrighton,1,California,LOS ANGELES,5235,Cycling Shoes,shopify_payments,$571,57.113,628.243
6806,Yoshi Hadleigh,1,Illinois,CHICAGO,5249,Walking Shoes,paypal,$486,48.553,534.083
2484,Eustacia Mickan,1,Texas,MESQUITE,5271,Running Shoes,gift_card,$518,51.753,569.283
5364,Carlina McCudden,1,Missouri,SPRINGFIELD,5308,Gift Card,amazon_payments,$639,63.913,703.043
93,West MacNeice,1,District of Columbia,WASHINGTON,5311,Walking Shoes,paypal,$565,56.513,621.643
4742,Kameko Attwater,1,Texas,AUSTIN,5317,Tennis Shoes,paypal,$513,51.263,563.893
2940,Carmita Fairfull,1,Florida,DAYTONA BEACH,5343,Running Shoes,shopify_payments,$572,57.193,629.123
5587,Inessa Neale,1,California,SAN FRANCISCO,5368,Walking Shoes,gift_card,$498,49.763,547.393
479,Myrah McTague,1,Virginia,NORFOLK,5397,Running Shoes,shopify_payments,$518,51.753,569.283
856,Paula Thoumas,1,Virginia,RICHMOND,5404,Walking Shoes,shopify_payments,$596,59.593,655.523
551,Benita Ramsey,1,Colorado,DENVER,5409,Tennis Shoes,manual,$537,53.713,590.843
4764,Stearn Caltera,1,District of Columbia,WASHINGTON,5415,Gift Card,amazon_payments,$539,53.913,593.043
7224,Wyatt Heyward,1,Maryland,HYATTSVILLE,5416,Cycling Shoes,gift_card,$537,53.713,590.843
2529,Darren Spreadbury,1,Ohio,CLEVELAND,5430,Tennis Shoes,amazon_payments,$635,63.513,698.643
6896,Denny Devonish,1,Missouri,KANSAS CITY,5473,Running Shoes,amazon_payments,$518,51.753,569.283
3238,Kingsley Golsworthy,1,Minnesota,MAPLE PLAIN,5496,Walking Shoes,shopify_payments,$673,67.313,740.443
5068,Quintus Maden,1,California,LOS ANGELES,5517,Running Shoes,shopify_payments,$439,43.913,483.043
334,Isabelita Mullard,1,Georgia,ATLANTA,5540,Walking Shoes,shopify_payments,$635,63.513,698.643
2610,Rose Melsom,1,Ohio,AKRON,5570,Climbing Shoes,shopify_payments,$537,53.713,590.843
3030,Caesar Corrigan,1,North Carolina,CHARLOTTE,5585,Cycling Shoes,shopify_payments,$588,58.793,646.723
5053,Kari Tollmache,1,Louisiana,MONROE,5594,Climbing Shoes,shopify_payments,$459,45.913,505.043
254,Nanine Shakespear,1,Virginia,RICHMOND,5596,Walking Shoes,shopify_payments,$626,62.633,688.963
1234,Mathian Plesing,1,Utah,SALT LAKE CITY,5599,Climbing Shoes,gift_card,$617,61.693,678.623
3791,Danette Bontine,1,California,SAN FRANCISCO,5599,Climbing Shoes,shopify_payments,$537,53.713,590.843
2364,Daryn Feifer,1,California,LOS ANGELES,5609,Cycling Shoes,shopify_payments,$518,51.753,569.283
6888,Garvey Simison,1,California,IRVINE,5609,Running Shoes,shopify_payments,$555,55.513,610.643
1703,Elene Praundl,1,New York,BRONX,5649,Tennis Shoes,shopify_payments,$439,43.913,483.043
2493,Sebastiano Erasmus,1,Michigan,DETROIT,5652,Cycling Shoes,paypal,$498,49.813,547.943
4482,Orrin Olivet,1,Ohio,CINCINNATI,5752,Running Shoes,shopify_payments,$517,51.713,568.843
4418,Jess McIlharga,1,Florida,KISSIMMEE,5764,Running Shoes,amazon_payments,$507,50.713,557.843
6832,Fergus Nurny,1,Michigan,FARMINGTON,5772,Tennis Shoes,shopify_payments,$439,43.913,483.043
6179,Stefano Impson,1,New York,NEW YORK CITY,5774,Running Shoes,gift_card,$537,53.713,590.843
369,Consuelo Lanyon,1,Kentucky,FRANKFORT,5787,Running Shoes,shopify_payments,$486,48.553,534.083
4910,Blake Gatland,1,Texas,SAN ANTONIO,5788,Walking Shoes,paypal,$585,58.513,643.643
5185,Debor Tewkesberrie,1,California,RICHMOND,5803,Walking Shoes,amazon_payments,$497,49.713,546.843
7123,Hyatt Wileman,1,Florida,SARASOTA,5818,Tennis Shoes,gift_card,$537,53.713,590.843
1037,Debor Pallent,1,New York,SYRACUSE,5852,Running Shoes,paypal,$497,49.713,546.843
5885,Bobbye Downton,1,California,SAN FRANCISCO,5855,Running Shoes,shopify_payments,$497,49.713,546.843
6171,Lurette Maddinon,1,Kentucky,LEXINGTON,5855,Sandals,paypal,$806,80.553,886.083
2250,Hersch Pedlow,1,Texas,TYLER,5858,Running Shoes,shopify_payments,$497,49.713,546.843
4199,Allyn Weinberg,1,California,INGLEWOOD,5868,Running Shoes,gift_card,$513,51.263,563.893
3057,Granville Macken,1,Arizona,TUCSON,5869,Walking Shoes,shopify_payments,$630,62.963,692.593
